dataset,instancia,n,R,archivo
mejor-caso-BT-F,BT-F-MC-36,36,1,instancias/mejor-caso-BT-F/BT-F-MC-36.txt
mejor-caso-BT-F,BT-F-MC-37,37,1,instancias/mejor-caso-BT-F/BT-F-MC-37.txt
mejor-caso-BT-F,BT-F-MC-38,38,1,instancias/mejor-caso-BT-F/BT-F-MC-38.txt
mejor-caso-BT-F,BT-F-MC-39,39,1,instancias/mejor-caso-BT-F/BT-F-MC-39.txt
mejor-caso-BT-F,BT-F-MC-40,40,1,instancias/mejor-caso-BT-F/BT-F-MC-40.txt
mejor-caso-BT-F,BT-F-MC-41,41,1,instancias/mejor-caso-BT-F/BT-F-MC-41.txt
mejor-caso-BT-F,BT-F-MC-42,42,1,instancias/mejor-caso-BT-F/BT-F-MC-42.txt
mejor-caso-BT-F,BT-F-MC-43,43,1,instancias/mejor-caso-BT-F/BT-F-MC-43.txt
mejor-caso-BT-F,BT-F-MC-44,44,1,instancias/mejor-caso-BT-F/BT-F-MC-44.txt
mejor-caso-BT-F,BT-F-MC-45,45,1,instancias/mejor-caso-BT-F/BT-F-MC-45.txt
mejor-caso-BT-F,BT-F-MC-46,46,1,instancias/mejor-caso-BT-F/BT-F-MC-46.txt
mejor-caso-BT-F,BT-F-MC-47,47,1,instancias/mejor-caso-BT-F/BT-F-MC-47.txt
mejor-caso-BT-F,BT-F-MC-48,48,1,instancias/mejor-caso-BT-F/BT-F-MC-48.txt
mejor-caso-BT-F,BT-F-MC-49,49,1,instancias/mejor-caso-BT-F/BT-F-MC-49.txt
mejor-caso-BT-F,BT-F-MC-50,50,1,instancias/mejor-caso-BT-F/BT-F-MC-50.txt
mejor-caso-BT-F,BT-F-MC-51,51,1,instancias/mejor-caso-BT-F/BT-F-MC-51.txt
mejor-caso-BT-F,BT-F-MC-52,52,1,instancias/mejor-caso-BT-F/BT-F-MC-52.txt
mejor-caso-BT-F,BT-F-MC-53,53,1,instancias/mejor-caso-BT-F/BT-F-MC-53.txt
mejor-caso-BT-F,BT-F-MC-54,54,1,instancias/mejor-caso-BT-F/BT-F-MC-54.txt
mejor-caso-BT-F,BT-F-MC-55,55,1,instancias/mejor-caso-BT-F/BT-F-MC-55.txt
mejor-caso-BT-F,BT-F-MC-56,56,1,instancias/mejor-caso-BT-F/BT-F-MC-56.txt
mejor-caso-BT-F,BT-F-MC-57,57,1,instancias/mejor-caso-BT-F/BT-F-MC-57.txt
mejor-caso-BT-F,BT-F-MC-58,58,1,instancias/mejor-caso-BT-F/BT-F-MC-58.txt
mejor-caso-BT-F,BT-F-MC-59,59,1,instancias/mejor-caso-BT-F/BT-F-MC-59.txt
mejor-caso-BT-F,BT-F-MC-60,60,1,instancias/mejor-caso-BT-F/BT-F-MC-60.txt
mejor-caso-BT-F,BT-F-MC-61,61,1,instancias/mejor-caso-BT-F/BT-F-MC-61.txt
mejor-caso-BT-F,BT-F-MC-62,62,1,instancias/mejor-caso-BT-F/BT-F-MC-62.txt
mejor-caso-BT-F,BT-F-MC-63,63,1,instancias/mejor-caso-BT-F/BT-F-MC-63.txt
mejor-caso-BT-F,BT-F-MC-64,64,1,instancias/mejor-caso-BT-F/BT-F-MC-64.txt
mejor-caso-BT-F,BT-F-MC-65,65,1,instancias/mejor-caso-BT-F/BT-F-MC-65.txt
mejor-caso-BT-F,BT-F-MC-66,66,1,instancias/mejor-caso-BT-F/BT-F-MC-66.txt
mejor-caso-BT-F,BT-F-MC-67,67,1,instancias/mejor-caso-BT-F/BT-F-MC-67.txt
mejor-caso-BT-F,BT-F-MC-68,68,1,instancias/mejor-caso-BT-F/BT-F-MC-68.txt
mejor-caso-BT-F,BT-F-MC-69,69,1,instancias/mejor-caso-BT-F/BT-F-MC-69.txt
mejor-caso-BT-F,BT-F-MC-70,70,1,instancias/mejor-caso-BT-F/BT-F-MC-70.txt
mejor-caso-BT-F,BT-F-MC-71,71,1,instancias/mejor-caso-BT-F/BT-F-MC-71.txt
mejor-caso-BT-F,BT-F-MC-72,72,1,instancias/mejor-caso-BT-F/BT-F-MC-72.txt
mejor-caso-BT-F,BT-F-MC-73,73,1,instancias/mejor-caso-BT-F/BT-F-MC-73.txt
mejor-caso-BT-F,BT-F-MC-74,74,1,instancias/mejor-caso-BT-F/BT-F-MC-74.txt
mejor-caso-BT-F,BT-F-MC-75,75,1,instancias/mejor-caso-BT-F/BT-F-MC-75.txt
mejor-caso-BT-F,BT-F-MC-76,76,1,instancias/mejor-caso-BT-F/BT-F-MC-76.txt
mejor-caso-BT-F,BT-F-MC-77,77,1,instancias/mejor-caso-BT-F/BT-F-MC-77.txt
mejor-caso-BT-F,BT-F-MC-78,78,1,instancias/mejor-caso-BT-F/BT-F-MC-78.txt
mejor-caso-BT-F,BT-F-MC-79,79,1,instancias/mejor-caso-BT-F/BT-F-MC-79.txt
mejor-caso-BT-F,BT-F-MC-80,80,1,instancias/mejor-caso-BT-F/BT-F-MC-80.txt
mejor-caso-BT-F,BT-F-MC-81,81,1,instancias/mejor-caso-BT-F/BT-F-MC-81.txt
mejor-caso-BT-F,BT-F-MC-82,82,1,instancias/mejor-caso-BT-F/BT-F-MC-82.txt
mejor-caso-BT-F,BT-F-MC-83,83,1,instancias/mejor-caso-BT-F/BT-F-MC-83.txt
mejor-caso-BT-F,BT-F-MC-84,84,1,instancias/mejor-caso-BT-F/BT-F-MC-84.txt
mejor-caso-BT-F,BT-F-MC-85,85,1,instancias/mejor-caso-BT-F/BT-F-MC-85.txt
mejor-caso-BT-F,BT-F-MC-86,86,1,instancias/mejor-caso-BT-F/BT-F-MC-86.txt
mejor-caso-BT-F,BT-F-MC-87,87,1,instancias/mejor-caso-BT-F/BT-F-MC-87.txt
mejor-caso-BT-F,BT-F-MC-88,88,1,instancias/mejor-caso-BT-F/BT-F-MC-88.txt
mejor-caso-BT-F,BT-F-MC-89,89,1,instancias/mejor-caso-BT-F/BT-F-MC-89.txt
mejor-caso-BT-F,BT-F-MC-90,90,1,instancias/mejor-caso-BT-F/BT-F-MC-90.txt
mejor-caso-BT-F,BT-F-MC-91,91,1,instancias/mejor-caso-BT-F/BT-F-MC-91.txt
mejor-caso-BT-F,BT-F-MC-92,92,1,instancias/mejor-caso-BT-F/BT-F-MC-92.txt
mejor-caso-BT-F,BT-F-MC-93,93,1,instancias/mejor-caso-BT-F/BT-F-MC-93.txt
mejor-caso-BT-F,BT-F-MC-94,94,1,instancias/mejor-caso-BT-F/BT-F-MC-94.txt
mejor-caso-BT-F,BT-F-MC-95,95,1,instancias/mejor-caso-BT-F/BT-F-MC-95.txt
mejor-caso-BT-F,BT-F-MC-96,96,1,instancias/mejor-caso-BT-F/BT-F-MC-96.txt
mejor-caso-BT-F,BT-F-MC-97,97,1,instancias/mejor-caso-BT-F/BT-F-MC-97.txt
mejor-caso-BT-F,BT-F-MC-98,98,1,instancias/mejor-caso-BT-F/BT-F-MC-98.txt
mejor-caso-BT-F,BT-F-MC-99,99,1,instancias/mejor-caso-BT-F/BT-F-MC-99.txt
mejor-caso-BT-F,BT-F-MC-100,100,1,instancias/mejor-caso-BT-F/BT-F-MC-100.txt
mejor-caso-BT-F,BT-F-MC-101,101,1,instancias/mejor-caso-BT-F/BT-F-MC-101.txt
mejor-caso-BT-F,BT-F-MC-102,102,1,instancias/mejor-caso-BT-F/BT-F-MC-102.txt
mejor-caso-BT-F,BT-F-MC-103,103,1,instancias/mejor-caso-BT-F/BT-F-MC-103.txt
mejor-caso-BT-F,BT-F-MC-104,104,1,instancias/mejor-caso-BT-F/BT-F-MC-104.txt
mejor-caso-BT-F,BT-F-MC-105,105,1,instancias/mejor-caso-BT-F/BT-F-MC-105.txt
mejor-caso-BT-F,BT-F-MC-106,106,1,instancias/mejor-caso-BT-F/BT-F-MC-106.txt
mejor-caso-BT-F,BT-F-MC-107,107,1,instancias/mejor-caso-BT-F/BT-F-MC-107.txt
mejor-caso-BT-F,BT-F-MC-108,108,1,instancias/mejor-caso-BT-F/BT-F-MC-108.txt
mejor-caso-BT-F,BT-F-MC-109,109,1,instancias/mejor-caso-BT-F/BT-F-MC-109.txt
mejor-caso-BT-F,BT-F-MC-110,110,1,instancias/mejor-caso-BT-F/BT-F-MC-110.txt
mejor-caso-BT-F,BT-F-MC-111,111,1,instancias/mejor-caso-BT-F/BT-F-MC-111.txt
mejor-caso-BT-F,BT-F-MC-112,112,1,instancias/mejor-caso-BT-F/BT-F-MC-112.txt
mejor-caso-BT-F,BT-F-MC-113,113,1,instancias/mejor-caso-BT-F/BT-F-MC-113.txt
mejor-caso-BT-F,BT-F-MC-114,114,1,instancias/mejor-caso-BT-F/BT-F-MC-114.txt
mejor-caso-BT-F,BT-F-MC-115,115,1,instancias/mejor-caso-BT-F/BT-F-MC-115.txt
mejor-caso-BT-F,BT-F-MC-116,116,1,instancias/mejor-caso-BT-F/BT-F-MC-116.txt
mejor-caso-BT-F,BT-F-MC-117,117,1,instancias/mejor-caso-BT-F/BT-F-MC-117.txt
mejor-caso-BT-F,BT-F-MC-118,118,1,instancias/mejor-caso-BT-F/BT-F-MC-118.txt
mejor-caso-BT-F,BT-F-MC-119,119,1,instancias/mejor-caso-BT-F/BT-F-MC-119.txt
mejor-caso-BT-F,BT-F-MC-120,120,1,instancias/mejor-caso-BT-F/BT-F-MC-120.txt
mejor-caso-BT-F,BT-F-MC-121,121,1,instancias/mejor-caso-BT-F/BT-F-MC-121.txt
mejor-caso-BT-F,BT-F-MC-122,122,1,instancias/mejor-caso-BT-F/BT-F-MC-122.txt
mejor-caso-BT-F,BT-F-MC-123,123,1,instancias/mejor-caso-BT-F/BT-F-MC-123.txt
mejor-caso-BT-F,BT-F-MC-124,124,1,instancias/mejor-caso-BT-F/BT-F-MC-124.txt
mejor-caso-BT-F,BT-F-MC-125,125,1,instancias/mejor-caso-BT-F/BT-F-MC-125.txt
mejor-caso-BT-F,BT-F-MC-126,126,1,instancias/mejor-caso-BT-F/BT-F-MC-126.txt
mejor-caso-BT-F,BT-F-MC-127,127,1,instancias/mejor-caso-BT-F/BT-F-MC-127.txt
mejor-caso-BT-F,BT-F-MC-128,128,1,instancias/mejor-caso-BT-F/BT-F-MC-128.txt
mejor-caso-BT-F,BT-F-MC-129,129,1,instancias/mejor-caso-BT-F/BT-F-MC-129.txt
mejor-caso-BT-F,BT-F-MC-130,130,1,instancias/mejor-caso-BT-F/BT-F-MC-130.txt
mejor-caso-BT-F,BT-F-MC-131,131,1,instancias/mejor-caso-BT-F/BT-F-MC-131.txt
mejor-caso-BT-F,BT-F-MC-132,132,1,instancias/mejor-caso-BT-F/BT-F-MC-132.txt
mejor-caso-BT-F,BT-F-MC-133,133,1,instancias/mejor-caso-BT-F/BT-F-MC-133.txt
mejor-caso-BT-F,BT-F-MC-134,134,1,instancias/mejor-caso-BT-F/BT-F-MC-134.txt
mejor-caso-BT-F,BT-F-MC-135,135,1,instancias/mejor-caso-BT-F/BT-F-MC-135.txt
mejor-caso-BT-F,BT-F-MC-136,136,1,instancias/mejor-caso-BT-F/BT-F-MC-136.txt
mejor-caso-BT-F,BT-F-MC-137,137,1,instancias/mejor-caso-BT-F/BT-F-MC-137.txt
mejor-caso-BT-F,BT-F-MC-138,138,1,instancias/mejor-caso-BT-F/BT-F-MC-138.txt
mejor-caso-BT-F,BT-F-MC-139,139,1,instancias/mejor-caso-BT-F/BT-F-MC-139.txt
mejor-caso-BT-F,BT-F-MC-140,140,1,instancias/mejor-caso-BT-F/BT-F-MC-140.txt
mejor-caso-BT-F,BT-F-MC-141,141,1,instancias/mejor-caso-BT-F/BT-F-MC-141.txt
mejor-caso-BT-F,BT-F-MC-142,142,1,instancias/mejor-caso-BT-F/BT-F-MC-142.txt
mejor-caso-BT-F,BT-F-MC-143,143,1,instancias/mejor-caso-BT-F/BT-F-MC-143.txt
mejor-caso-BT-F,BT-F-MC-144,144,1,instancias/mejor-caso-BT-F/BT-F-MC-144.txt
mejor-caso-BT-F,BT-F-MC-145,145,1,instancias/mejor-caso-BT-F/BT-F-MC-145.txt
mejor-caso-BT-F,BT-F-MC-146,146,1,instancias/mejor-caso-BT-F/BT-F-MC-146.txt
mejor-caso-BT-F,BT-F-MC-147,147,1,instancias/mejor-caso-BT-F/BT-F-MC-147.txt
mejor-caso-BT-F,BT-F-MC-148,148,1,instancias/mejor-caso-BT-F/BT-F-MC-148.txt
mejor-caso-BT-F,BT-F-MC-149,149,1,instancias/mejor-caso-BT-F/BT-F-MC-149.txt
mejor-caso-BT-F,BT-F-MC-150,150,1,instancias/mejor-caso-BT-F/BT-F-MC-150.txt
mejor-caso-BT-F,BT-F-MC-151,151,1,instancias/mejor-caso-BT-F/BT-F-MC-151.txt
mejor-caso-BT-F,BT-F-MC-152,152,1,instancias/mejor-caso-BT-F/BT-F-MC-152.txt
mejor-caso-BT-F,BT-F-MC-153,153,1,instancias/mejor-caso-BT-F/BT-F-MC-153.txt
mejor-caso-BT-F,BT-F-MC-154,154,1,instancias/mejor-caso-BT-F/BT-F-MC-154.txt
mejor-caso-BT-F,BT-F-MC-155,155,1,instancias/mejor-caso-BT-F/BT-F-MC-155.txt
mejor-caso-BT-F,BT-F-MC-156,156,1,instancias/mejor-caso-BT-F/BT-F-MC-156.txt
mejor-caso-BT-F,BT-F-MC-157,157,1,instancias/mejor-caso-BT-F/BT-F-MC-157.txt
mejor-caso-BT-F,BT-F-MC-158,158,1,instancias/mejor-caso-BT-F/BT-F-MC-158.txt
mejor-caso-BT-F,BT-F-MC-159,159,1,instancias/mejor-caso-BT-F/BT-F-MC-159.txt
mejor-caso-BT-F,BT-F-MC-160,160,1,instancias/mejor-caso-BT-F/BT-F-MC-160.txt
mejor-caso-BT-F,BT-F-MC-161,161,1,instancias/mejor-caso-BT-F/BT-F-MC-161.txt
mejor-caso-BT-F,BT-F-MC-162,162,1,instancias/mejor-caso-BT-F/BT-F-MC-162.txt
mejor-caso-BT-F,BT-F-MC-163,163,1,instancias/mejor-caso-BT-F/BT-F-MC-163.txt
mejor-caso-BT-F,BT-F-MC-164,164,1,instancias/mejor-caso-BT-F/BT-F-MC-164.txt
mejor-caso-BT-F,BT-F-MC-165,165,1,instancias/mejor-caso-BT-F/BT-F-MC-165.txt
mejor-caso-BT-F,BT-F-MC-166,166,1,instancias/mejor-caso-BT-F/BT-F-MC-166.txt
mejor-caso-BT-F,BT-F-MC-167,167,1,instancias/mejor-caso-BT-F/BT-F-MC-167.txt
mejor-caso-BT-F,BT-F-MC-168,168,1,instancias/mejor-caso-BT-F/BT-F-MC-168.txt
mejor-caso-BT-F,BT-F-MC-169,169,1,instancias/mejor-caso-BT-F/BT-F-MC-169.txt
mejor-caso-BT-F,BT-F-MC-170,170,1,instancias/mejor-caso-BT-F/BT-F-MC-170.txt
mejor-caso-BT-F,BT-F-MC-171,171,1,instancias/mejor-caso-BT-F/BT-F-MC-171.txt
mejor-caso-BT-F,BT-F-MC-172,172,1,instancias/mejor-caso-BT-F/BT-F-MC-172.txt
mejor-caso-BT-F,BT-F-MC-173,173,1,instancias/mejor-caso-BT-F/BT-F-MC-173.txt
mejor-caso-BT-F,BT-F-MC-174,174,1,instancias/mejor-caso-BT-F/BT-F-MC-174.txt
mejor-caso-BT-F,BT-F-MC-175,175,1,instancias/mejor-caso-BT-F/BT-F-MC-175.txt
mejor-caso-BT-F,BT-F-MC-176,176,1,instancias/mejor-caso-BT-F/BT-F-MC-176.txt
mejor-caso-BT-F,BT-F-MC-177,177,1,instancias/mejor-caso-BT-F/BT-F-MC-177.txt
mejor-caso-BT-F,BT-F-MC-178,178,1,instancias/mejor-caso-BT-F/BT-F-MC-178.txt
mejor-caso-BT-F,BT-F-MC-179,179,1,instancias/mejor-caso-BT-F/BT-F-MC-179.txt
mejor-caso-BT-F,BT-F-MC-180,180,1,instancias/mejor-caso-BT-F/BT-F-MC-180.txt
mejor-caso-BT-F,BT-F-MC-181,181,1,instancias/mejor-caso-BT-F/BT-F-MC-181.txt
mejor-caso-BT-F,BT-F-MC-182,182,1,instancias/mejor-caso-BT-F/BT-F-MC-182.txt
mejor-caso-BT-F,BT-F-MC-183,183,1,instancias/mejor-caso-BT-F/BT-F-MC-183.txt
mejor-caso-BT-F,BT-F-MC-184,184,1,instancias/mejor-caso-BT-F/BT-F-MC-184.txt
mejor-caso-BT-F,BT-F-MC-185,185,1,instancias/mejor-caso-BT-F/BT-F-MC-185.txt
mejor-caso-BT-F,BT-F-MC-186,186,1,instancias/mejor-caso-BT-F/BT-F-MC-186.txt
mejor-caso-BT-F,BT-F-MC-187,187,1,instancias/mejor-caso-BT-F/BT-F-MC-187.txt
mejor-caso-BT-F,BT-F-MC-188,188,1,instancias/mejor-caso-BT-F/BT-F-MC-188.txt
mejor-caso-BT-F,BT-F-MC-189,189,1,instancias/mejor-caso-BT-F/BT-F-MC-189.txt
mejor-caso-BT-F,BT-F-MC-190,190,1,instancias/mejor-caso-BT-F/BT-F-MC-190.txt
mejor-caso-BT-F,BT-F-MC-191,191,1,instancias/mejor-caso-BT-F/BT-F-MC-191.txt
mejor-caso-BT-F,BT-F-MC-192,192,1,instancias/mejor-caso-BT-F/BT-F-MC-192.txt
mejor-caso-BT-F,BT-F-MC-193,193,1,instancias/mejor-caso-BT-F/BT-F-MC-193.txt
mejor-caso-BT-F,BT-F-MC-194,194,1,instancias/mejor-caso-BT-F/BT-F-MC-194.txt
mejor-caso-BT-F,BT-F-MC-195,195,1,instancias/mejor-caso-BT-F/BT-F-MC-195.txt
mejor-caso-BT-F,BT-F-MC-196,196,1,instancias/mejor-caso-BT-F/BT-F-MC-196.txt
mejor-caso-BT-F,BT-F-MC-197,197,1,instancias/mejor-caso-BT-F/BT-F-MC-197.txt
mejor-caso-BT-F,BT-F-MC-198,198,1,instancias/mejor-caso-BT-F/BT-F-MC-198.txt
mejor-caso-BT-F,BT-F-MC-199,199,1,instancias/mejor-caso-BT-F/BT-F-MC-199.txt
mejor-caso-BT-F,BT-F-MC-200,200,1,instancias/mejor-caso-BT-F/BT-F-MC-200.txt
